date,store_id,product_id,product_name,category,sub_category,region,city,units_sold,revenue,price_per_unit,discount_percentage,marketing_spend,customer_footfall,conversion_rate,holiday_flag,weekend_flag,competitor_price,stock_available,supply_chain_delay_days,weather_index,economic_index
2024-01-29,STR-004,PRD-0349,UrbanStyle Women 560,Fashion,Women Clothing,Oman,Muscat,11,3694.9,335.9,0.0,0.0,322,0.0342,0,0,319.32,37,0,15.0,1.1131
2023-04-15,STR-016,PRD-0418,PureSkin Fragrance 258,Beauty,Fragrance,UAE,Sharjah,0,0.0,192.32,20.0,323.79,788,0.0,1,1,180.24,0,0,28.6,1.0814
2021-07-16,STR-028,PRD-0431,PowerMax Footwear 276,Sports,Footwear,UAE,Ajman,12,6131.76,510.98,0.0,0.0,775,0.0155,0,1,575.94,54,0,38.8,1.0116
2021-02-24,STR-046,PRD-0420,PowerMax Sportswear 382,Sports,Sportswear,Oman,Nizwa,3,523.77,174.59,0.0,418.98,414,0.0072,0,0,166.42,109,0,15.8,0.9499
2022-02-08,STR-025,PRD-0104,ActiveEdge Sportswear 143,Sports,Sportswear,Oman,Nizwa,13,3699.15,284.55,0.0,0.0,624,0.0208,0,0,322.48,129,1,16.3,1.0342
2021-09-07,STR-040,PRD-0174,ProFit Outdoor 783,Sports,Outdoor Gear,Oman,Salalah,8,3734.64,466.83,0.0,0.0,347,0.0231,0,0,403.65,95,2,26.7,1.0174
2020-12-25,STR-019,PRD-0228,EleganceX Kids 120,Fashion,Kids Clothing,Oman,Muscat,13,4316.65,332.05,0.0,0.0,634,0.0205,0,1,343.44,50,1,15.0,0.9213
2024-11-04,STR-037,PRD-0104,ActiveEdge Sportswear 143,Sports,Sportswear,UAE,Sharjah,6,1707.3,284.55,0.0,0.0,905,0.0066,0,0,300.37,129,0,15.0,1.1438
2022-08-14,STR-002,PRD-0036,NaturePure Bakery 272,Grocery,Bakery,KSA,Riyadh,41,130.79,3.19,0.0,0.0,588,0.0697,0,0,2.91,67,0,32.0,1.0547
2024-06-15,STR-019,PRD-0086,VoltX Smart 911,Electronics,Smart Watches,Oman,Muscat,3,7947.03,2788.43,5.0,0.0,561,0.0053,0,1,2371.31,34,0,38.4,1.1282
2021-07-04,STR-043,PRD-0320,SportElite Fitness 750,Sports,Fitness Equipment,Oman,Salalah,3,727.86,242.62,0.0,0.0,775,0.0039,0,0,246.96,47,0,41.2,1.0102
2024-09-06,STR-032,PRD-0068,OrganicBest Frozen 366,Grocery,Frozen Foods,Qatar,Al Khor,47,912.83,21.58,10.0,0.0,1138,0.0413,0,1,19.53,140,0,25.0,1.1373
2021-04-03,STR-020,PRD-0060,SmartEdge Smartphones 708,Electronics,Smartphones,KSA,Riyadh,0,0.0,249.18,15.0,253.41,312,0.0,0,1,263.07,0,0,28.2,0.9678
2023-01-10,STR-022,PRD-0431,PowerMax Footwear 276,Sports,Footwear,KSA,Dammam,4,2043.92,510.98,0.0,0.0,308,0.013,0,0,475.7,121,0,15.0,1.071
2021-06-05,STR-004,PRD-0338,CozyNest Decor 607,Home & Living,Decor,Oman,Muscat,12,14146.08,1178.84,0.0,0.0,322,0.0373,0,1,1311.0,146,0,38.0,0.9978
2021-05-02,STR-032,PRD-0229,UrbanSpace Decor 965,Home & Living,Decor,Qatar,Al Khor,8,3462.85,541.07,20.0,0.0,1171,0.0068,1,0,563.37,26,0,34.2,0.9816
2023-08-07,STR-005,PRD-0214,RadiantX Personal 915,Beauty,Personal Care,UAE,Ajman,24,4164.72,173.53,0.0,206.15,674,0.0356,0,0,196.64,73,0,35.0,1.0939
2023-07-19,STR-027,PRD-0097,FreshChoice Dairy 360,Grocery,Dairy,KSA,Riyadh,77,3342.57,43.41,0.0,0.0,745,0.1034,0,0,41.12,77,0,36.9,1.0918
2024-05-23,STR-001,PRD-0034,FreshChoice Snacks 458,Grocery,Snacks,Oman,Nizwa,97,3348.68,46.03,25.0,0.0,1206,0.0804,1,0,48.52,97,0,35.8,1.1257
2021-04-30,STR-031,PRD-0020,UrbanSpace Bedding 779,Home & Living,Bedding,Oman,Sohar,30,10316.09,529.03,35.0,180.04,1526,0.0197,1,1,574.78,116,0,32.2,0.9806
2020-01-13,STR-019,PRD-0154,EleganceX Footwear 520,Fashion,Footwear,Oman,Muscat,11,1812.66,173.46,5.0,0.0,606,0.0182,0,0,155.08,42,0,15.0,0.9513
2024-03-24,STR-021,PRD-0345,RadiantX Makeup 202,Beauty,Makeup,Oman,Salalah,50,8795.5,251.3,30.0,0.0,597,0.0838,1,0,232.44,108,0,27.5,1.1191
2024-11-17,STR-020,PRD-0480,DailyDelight Bakery 963,Grocery,Bakery,KSA,Riyadh,83,2585.66,36.65,15.0,0.0,581,0.1429,0,0,33.45,83,0,15.0,1.1452
2022-03-29,STR-049,PRD-0137,ProFit Accessories 131,Sports,Accessories,Oman,Nizwa,15,4789.95,319.33,0.0,0.0,895,0.0168,0,0,322.69,43,0,29.3,1.0396
2021-04-21,STR-042,PRD-0076,GoldenHarvest Beverages 776,Grocery,Beverages,Oman,Muscat,73,1632.86,27.96,20.0,96.65,414,0.1763,1,0,26.39,113,0,31.8,0.9763
2022-11-12,STR-043,PRD-0231,NaturePure Bakery 870,Grocery,Bakery,Oman,Salalah,99,2525.49,25.51,0.0,0.0,1052,0.0941,0,1,28.86,118,0,15.2,1.0646
2023-03-18,STR-041,PRD-0362,SmartEdge Smartphones 379,Electronics,Smartphones,KSA,Mecca,12,9412.44,784.37,0.0,0.0,400,0.03,0,1,767.65,23,0,27.8,1.0784
2021-07-10,STR-035,PRD-0229,UrbanSpace Decor 965,Home & Living,Decor,KSA,Mecca,7,3787.49,541.07,0.0,0.0,330,0.0212,0,1,594.92,26,0,38.5,1.0109
2022-12-24,STR-018,PRD-0209,GoldenHarvest Bakery 771,Grocery,Bakery,UAE,Dubai,86,2986.52,49.61,30.0,146.31,698,0.1232,0,1,47.96,109,0,15.0,1.0692
2024-06-03,STR-038,PRD-0489,UrbanStyle Sportswear 509,Fashion,Sportswear,KSA,Riyadh,16,9204.8,575.3,0.0,0.0,447,0.0358,0,0,545.19,137,0,44.6,1.1269
2023-09-26,STR-008,PRD-0352,GoldenHarvest Snacks 670,Grocery,Snacks,Oman,Sohar,36,813.24,22.59,0.0,260.68,899,0.04,0,0,20.47,104,0,23.1,1.0994
2021-05-17,STR-002,PRD-0157,DailyDelight Dairy 121,Grocery,Dairy,KSA,Riyadh,37,506.53,13.69,0.0,0.0,304,0.1217,0,0,12.01,37,0,34.1,0.9887
2020-03-10,STR-002,PRD-0479,EliteHome Kitchen 816,Home & Living,Kitchen,KSA,Riyadh,6,4308.08,957.35,25.0,0.0,537,0.0112,0,0,1096.04,144,0,18.0,0.8139
2023-09-18,STR-037,PRD-0044,OrganicBest Fresh 758,Grocery,Fresh Produce,UAE,Sharjah,38,878.56,23.12,0.0,0.0,605,0.0628,0,0,23.88,122,0,21.1,1.0985
2020-12-12,STR-017,PRD-0023,PowerMax Supplements 273,Sports,Supplements,KSA,Riyadh,5,1131.64,301.77,25.0,0.0,721,0.0069,0,1,271.47,77,0,15.0,0.9153
2021-02-03,STR-032,PRD-0185,VelvetCare Haircare 842,Beauty,Haircare,Qatar,Al Khor,19,1166.22,61.38,0.0,0.0,441,0.0431,0,0,65.44,53,3,15.2,0.94
2024-03-24,STR-047,PRD-0127,GoldenHarvest Snacks 181,Grocery,Snacks,KSA,Riyadh,76,1792.0,27.74,15.0,0.0,446,0.1704,1,0,29.61,76,0,27.5,1.1191
2024-02-17,STR-050,PRD-0201,GlowUp Wellness 457,Beauty,Wellness,UAE,Dubai,14,844.48,60.32,0.0,0.0,910,0.0154,0,1,62.99,62,0,16.0,1.1152
2022-10-07,STR-002,PRD-0409,SmartEdge Tablets 394,Electronics,Tablets,KSA,Riyadh,13,40397.11,3107.47,0.0,0.0,1074,0.0121,0,1,3089.11,91,0,20.4,1.0606
2020-09-28,STR-031,PRD-0183,ModernEdge Men 102,Fashion,Men Clothing,Oman,Sohar,10,4237.8,423.78,0.0,0.0,184,0.0543,0,0,474.1,61,0,24.6,0.8327
2021-01-13,STR-040,PRD-0194,LuxeBeauty Personal 521,Beauty,Personal Care,Oman,Salalah,6,417.72,69.62,0.0,0.0,770,0.0078,0,0,59.69,74,4,15.0,0.9302
2024-05-13,STR-036,PRD-0482,DailyDelight Fresh 673,Grocery,Fresh Produce,UAE,Abu Dhabi,56,1386.0,24.75,0.0,0.0,747,0.075,0,0,23.37,104,0,33.9,1.1246
2024-07-20,STR-001,PRD-0324,ModernEdge Footwear 147,Fashion,Footwear,Oman,Nizwa,0,0.0,757.51,5.0,0.0,425,0.0,0,1,654.79,0,0,36.9,1.132
2020-06-03,STR-037,PRD-0472,UrbanStyle Accessories 888,Fashion,Accessories,UAE,Sharjah,19,8196.98,431.42,0.0,0.0,773,0.0246,0,0,486.58,65,0,39.4,0.8218
2020-09-08,STR-002,PRD-0445,NaturePure Frozen 797,Grocery,Frozen Foods,KSA,Riyadh,60,1874.4,39.05,20.0,0.0,379,0.1583,0,0,43.03,114,0,27.6,0.8309
2022-03-16,STR-012,PRD-0472,UrbanStyle Accessories 888,Fashion,Accessories,Qatar,Lusail,6,2200.24,431.42,15.0,0.0,187,0.0321,0,0,420.04,143,0,22.4,1.0382
2023-06-02,STR-050,PRD-0291,BloomEssence Wellness 185,Beauty,Wellness,UAE,Dubai,51,6486.79,195.68,35.0,0.0,1796,0.0284,1,1,173.83,51,0,41.3,1.0867
2020-11-30,STR-039,PRD-0344,TrendWave Footwear 720,Fashion,Footwear,UAE,Abu Dhabi,0,0.0,147.45,0.0,0.0,783,0.0,0,0,129.44,0,0,15.0,0.9097
2020-04-21,STR-019,PRD-0207,NaturePure Snacks 181,Grocery,Snacks,Oman,Muscat,44,1406.13,42.61,25.0,254.35,455,0.0967,0,0,38.77,137,0,33.1,0.8178
2022-01-20,STR-042,PRD-0346,GlowUp Haircare 136,Beauty,Haircare,Oman,Muscat,13,2470.91,190.07,0.0,0.0,854,0.0152,0,0,198.85,36,0,15.0,1.0321
2021-01-24,STR-018,PRD-0419,DailyDelight Beverages 746,Grocery,Beverages,UAE,Dubai,44,1675.96,38.09,0.0,233.51,518,0.0849,0,0,41.91,44,0,15.0,0.9353
2020-03-25,STR-032,PRD-0212,VogueWear Sportswear 763,Fashion,Sportswear,Qatar,Al Khor,10,3344.5,334.45,0.0,0.0,342,0.0292,0,0,331.76,141,0,23.7,0.8153
2022-07-08,STR-040,PRD-0079,EleganceX Women 984,Fashion,Women Clothing,Oman,Salalah,24,10384.85,480.78,10.0,0.0,304,0.0789,0,1,486.28,74,0,39.7,1.0507
2024-06-17,STR-038,PRD-0441,BloomEssence Wellness 791,Beauty,Wellness,KSA,Riyadh,15,4114.65,274.31,0.0,0.0,651,0.023,0,0,271.84,38,0,40.7,1.1284
2020-02-07,STR-021,PRD-0098,ProTech Smartphones 101,Electronics,Smartphones,Oman,Salalah,2,3519.48,1852.36,5.0,0.0,810,0.0025,0,1,1825.23,27,0,15.0,0.9541
2022-03-21,STR-009,PRD-0160,BloomEssence Fragrance 267,Beauty,Fragrance,UAE,Abu Dhabi,8,1708.64,213.58,0.0,0.0,503,0.0159,0,0,199.4,137,1,26.5,1.0387
2020-01-03,STR-036,PRD-0023,PowerMax Supplements 273,Sports,Supplements,UAE,Abu Dhabi,8,1689.91,301.77,30.0,0.0,224,0.0357,0,1,270.65,43,0,15.0,0.9502
2023-09-10,STR-039,PRD-0494,OrganicBest Dairy 331,Grocery,Dairy,UAE,Abu Dhabi,43,1874.8,43.6,0.0,0.0,623,0.069,0,0,47.39,114,0,27.8,1.0976
2023-03-19,STR-013,PRD-0334,PureSkin Haircare 967,Beauty,Haircare,KSA,Dammam,29,11188.2,385.8,0.0,0.0,401,0.0723,0,0,414.46,78,4,22.3,1.0785
2024-11-09,STR-027,PRD-0456,FreshChoice Beverages 321,Grocery,Beverages,KSA,Riyadh,48,1599.7,37.03,10.0,497.86,744,0.0645,0,1,32.23,48,0,15.3,1.1443
2021-01-03,STR-010,PRD-0429,NovaTech Tablets 505,Electronics,Tablets,KSA,Dammam,7,13998.25,1999.75,0.0,489.79,426,0.0164,0,0,2193.55,143,0,15.0,0.9255
2021-03-17,STR-020,PRD-0112,GoldenHarvest Snacks 794,Grocery,Snacks,KSA,Riyadh,82,3530.92,43.06,0.0,0.0,681,0.1204,0,0,48.08,112,0,26.1,0.9598
2020-02-23,STR-007,PRD-0054,HomePlus Decor 435,Home & Living,Decor,Oman,Nizwa,0,0.0,72.71,0.0,0.0,551,0.0,0,0,83.21,0,0,19.8,0.9558
2024-04-19,STR-010,PRD-0182,PureSkin Fragrance 244,Beauty,Fragrance,KSA,Dammam,25,8944.49,376.61,5.0,0.0,753,0.0332,0,1,361.81,39,0,33.4,1.122
2020-04-15,STR-028,PRD-0387,NestCraft Kitchen 245,Home & Living,Kitchen,UAE,Ajman,9,2573.55,285.95,0.0,0.0,197,0.0457,0,0,288.74,131,0,28.9,0.8173
2021-04-08,STR-014,PRD-0139,BloomEssence Personal 691,Beauty,Personal Care,Oman,Salalah,10,2762.1,276.21,0.0,0.0,311,0.0322,0,0,255.09,84,0,31.9,0.9702
2020-06-11,STR-028,PRD-0289,UrbanStyle Kids 108,Fashion,Kids Clothing,UAE,Ajman,9,6459.48,717.72,0.0,0.0,585,0.0154,0,0,754.81,73,0,38.8,0.8226
2021-03-22,STR-025,PRD-0068,OrganicBest Frozen 366,Grocery,Frozen Foods,Oman,Nizwa,96,1450.18,21.58,30.0,0.0,686,0.1399,0,0,22.7,138,0,24.2,0.9621
2020-06-10,STR-046,PRD-0223,NestCraft Kitchen 922,Home & Living,Kitchen,Oman,Nizwa,8,2039.92,254.99,0.0,0.0,212,0.0377,0,0,226.63,39,0,39.2,0.8225
2022-06-04,STR-050,PRD-0416,FreshChoice Frozen 832,Grocery,Frozen Foods,UAE,Dubai,70,1646.4,23.52,0.0,0.0,858,0.0816,0,1,22.54,70,0,40.3,1.0469
2020-04-01,STR-044,PRD-0135,EleganceX Accessories 340,Fashion,Accessories,UAE,Abu Dhabi,18,12750.53,787.07,10.0,0.0,244,0.0738,0,0,869.47,93,0,31.2,0.816
2024-11-28,STR-021,PRD-0166,FreshChoice Fresh 985,Grocery,Fresh Produce,Oman,Salalah,81,3383.98,49.15,15.0,0.0,290,0.2793,0,0,55.72,136,0,15.0,1.1464
2024-01-18,STR-002,PRD-0445,NaturePure Frozen 797,Grocery,Frozen Foods,KSA,Riyadh,107,4178.35,39.05,0.0,0.0,375,0.2853,0,0,39.26,111,0,15.0,1.1119
2024-04-13,STR-016,PRD-0408,RadiantX Skincare 238,Beauty,Skincare,UAE,Sharjah,24,1881.14,87.09,10.0,0.0,887,0.0271,0,1,92.76,147,0,33.3,1.1213
2024-10-23,STR-006,PRD-0246,BloomEssence Haircare 938,Beauty,Haircare,Qatar,Lusail,21,8242.92,392.52,0.0,71.35,384,0.0547,0,0,388.76,102,0,18.4,1.1424
2022-07-04,STR-029,PRD-0218,FarmFresh Frozen 695,Grocery,Frozen Foods,UAE,Sharjah,68,140.42,2.95,30.0,0.0,962,0.0707,0,0,2.82,68,0,39.1,1.0502
2022-05-06,STR-002,PRD-0409,SmartEdge Tablets 394,Electronics,Tablets,KSA,Riyadh,5,15537.35,3107.47,0.0,0.0,886,0.0056,0,1,2887.42,58,0,35.1,1.0438
2021-06-17,STR-011,PRD-0245,HomePlus Storage 123,Home & Living,Storage,KSA,Jeddah,12,6743.79,749.31,25.0,0.0,298,0.0403,0,0,826.58,96,0,43.6,1.0036
2020-08-01,STR-003,PRD-0041,TrendWave Sportswear 985,Fashion,Sportswear,Qatar,Lusail,9,4564.98,724.6,30.0,0.0,881,0.0102,0,1,755.8,142,0,37.3,0.8273
2020-05-09,STR-022,PRD-0079,EleganceX Women 984,Fashion,Women Clothing,KSA,Dammam,18,6490.53,480.78,25.0,0.0,1138,0.0158,1,1,531.84,65,0,34.3,0.8195
2024-06-28,STR-041,PRD-0466,HomePlus Lighting 289,Home & Living,Lighting,KSA,Mecca,7,7714.77,1102.11,0.0,0.0,1042,0.0067,0,1,1086.43,68,0,42.3,1.1296
2022-09-21,STR-025,PRD-0218,FarmFresh Frozen 695,Grocery,Frozen Foods,Oman,Nizwa,64,179.36,2.95,5.0,0.0,757,0.0845,0,0,2.52,144,0,21.8,1.0589
2021-05-10,STR-036,PRD-0403,VelvetCare Haircare 141,Beauty,Haircare,UAE,Abu Dhabi,56,7950.18,189.29,25.0,0.0,1032,0.0543,1,0,210.01,111,0,32.6,0.9854
2023-04-18,STR-014,PRD-0450,NestCraft Lighting 180,Home & Living,Lighting,Oman,Salalah,16,5026.84,483.35,35.0,0.0,1011,0.0158,1,0,531.37,55,0,31.2,1.0818
2022-01-17,STR-043,PRD-0304,VogueWear Accessories 572,Fashion,Accessories,Oman,Salalah,9,7176.69,797.41,0.0,0.0,691,0.013,0,0,891.96,36,0,15.0,1.0318
2022-10-13,STR-011,PRD-0294,SmartEdge Headphones 710,Electronics,Headphones,KSA,Jeddah,6,4162.61,867.21,20.0,0.0,592,0.0101,0,0,786.32,109,0,21.2,1.0613
2023-10-01,STR-025,PRD-0475,NaturePure Fresh 377,Grocery,Fresh Produce,Oman,Nizwa,55,1443.75,26.25,0.0,0.0,598,0.092,0,0,25.42,64,0,26.3,1.0999
2022-09-30,STR-049,PRD-0355,UrbanStyle Footwear 282,Fashion,Footwear,Oman,Nizwa,9,1608.89,255.38,30.0,0.0,931,0.0097,0,1,290.66,130,0,22.8,1.0599
2024-06-21,STR-031,PRD-0187,DailyDelight Dairy 850,Grocery,Dairy,Oman,Sohar,59,581.15,9.85,0.0,0.0,743,0.0794,0,1,8.55,61,0,41.5,1.1289
2022-01-04,STR-021,PRD-0438,VogueWear Men 462,Fashion,Men Clothing,Oman,Salalah,10,5700.18,670.61,15.0,0.0,791,0.0126,0,0,638.55,46,0,15.0,1.0304
2021-04-27,STR-004,PRD-0197,EleganceX Footwear 148,Fashion,Footwear,Oman,Muscat,16,7668.48,639.04,25.0,0.0,777,0.0206,1,0,599.63,145,0,32.9,0.9792
2020-09-18,STR-029,PRD-0132,FlexZone Supplements 885,Sports,Supplements,UAE,Sharjah,5,816.95,163.39,0.0,0.0,788,0.0063,0,1,167.69,21,0,24.2,0.8318
2022-03-21,STR-041,PRD-0252,RadiantX Makeup 686,Beauty,Makeup,KSA,Mecca,25,9922.5,396.9,0.0,0.0,795,0.0314,0,0,386.22,135,0,26.5,1.0387
2020-02-23,STR-018,PRD-0282,DailyDelight Snacks 738,Grocery,Snacks,UAE,Dubai,51,167.28,3.28,0.0,281.62,651,0.0783,0,0,2.86,73,0,19.8,0.9558
2020-03-10,STR-018,PRD-0366,DailyDelight Fresh 948,Grocery,Fresh Produce,UAE,Dubai,37,224.5,8.09,25.0,155.21,375,0.0987,0,0,8.17,136,0,18.0,0.8139
2023-10-07,STR-003,PRD-0168,BloomEssence Skincare 373,Beauty,Skincare,Qatar,Lusail,26,4399.78,225.63,25.0,0.0,428,0.0607,0,1,225.99,38,0,20.9,1.1006
2022-12-02,STR-011,PRD-0120,EliteHome Furniture 751,Home & Living,Furniture,KSA,Jeddah,20,13665.44,854.09,20.0,0.0,405,0.0494,0,1,959.64,103,0,15.0,1.0668
2020-10-21,STR-033,PRD-0107,UrbanStyle Men 938,Fashion,Men Clothing,UAE,Dubai,0,0.0,44.4,0.0,159.73,382,0.0,0,0,40.91,0,0,15.1,0.8912
2022-11-08,STR-007,PRD-0097,FreshChoice Dairy 360,Grocery,Dairy,Oman,Nizwa,27,1172.07,43.41,0.0,0.0,639,0.0423,0,0,44.31,27,0,15.0,1.0641
2023-08-17,STR-033,PRD-0241,GlowUp Haircare 135,Beauty,Haircare,UAE,Dubai,31,9951.93,321.03,0.0,496.96,954,0.0325,0,0,346.1,98,0,33.9,1.095
2023-06-29,STR-047,PRD-0199,DailyDelight Snacks 358,Grocery,Snacks,KSA,Riyadh,46,92.21,2.11,5.0,343.27,451,0.102,0,0,1.88,94,0,41.1,1.0896
2020-02-14,STR-033,PRD-0216,LivingArt Bedding 495,Home & Living,Bedding,UAE,Dubai,10,1312.64,164.08,20.0,0.0,852,0.0117,0,1,158.3,64,0,17.0,0.9548
2023-02-12,STR-044,PRD-0426,RadiantX Makeup 916,Beauty,Makeup,UAE,Abu Dhabi,11,3505.37,318.67,0.0,0.0,463,0.0238,0,0,276.62,58,0,15.5,1.0746
2023-09-12,STR-002,PRD-0172,TrendWave Men 625,Fashion,Men Clothing,KSA,Riyadh,7,4153.8,593.4,0.0,0.0,258,0.0271,0,0,533.43,135,0,22.8,1.0979
2021-06-26,STR-015,PRD-0136,ProTech Smart 476,Electronics,Smart Watches,KSA,Dammam,17,27077.13,1873.85,15.0,0.0,320,0.0531,0,1,2032.65,20,0,42.5,1.0079
2022-02-11,STR-038,PRD-0185,VelvetCare Haircare 842,Beauty,Haircare,KSA,Riyadh,9,552.42,61.38,0.0,0.0,695,0.0129,0,1,64.64,108,0,15.0,1.0346
2021-11-21,STR-047,PRD-0199,DailyDelight Snacks 358,Grocery,Snacks,KSA,Riyadh,40,84.4,2.11,0.0,0.0,469,0.0853,0,0,2.39,110,0,15.0,1.0256
2024-05-19,STR-015,PRD-0141,ClassicFit Women 713,Fashion,Women Clothing,KSA,Dammam,20,13800.2,690.01,0.0,450.64,622,0.0322,0,0,707.48,39,0,39.8,1.1252
2024-12-29,STR-016,PRD-0354,TrendWave Men 993,Fashion,Men Clothing,UAE,Sharjah,16,12284.64,767.79,0.0,0.0,696,0.023,0,0,774.91,38,0,15.0,1.1498
2023-04-22,STR-022,PRD-0073,GlowUp Skincare 415,Beauty,Skincare,KSA,Dammam,75,1076.74,16.89,15.0,0.0,592,0.1267,1,1,17.7,90,0,36.0,1.0822
2020-12-13,STR-014,PRD-0218,FarmFresh Frozen 695,Grocery,Frozen Foods,Oman,Salalah,65,191.75,2.95,0.0,0.0,613,0.106,0,0,3.33,148,0,15.0,0.9157
2023-01-28,STR-004,PRD-0081,CozyNest Storage 369,Home & Living,Storage,Oman,Muscat,11,2191.2,199.2,0.0,0.0,419,0.0263,0,1,212.46,53,0,15.7,1.073
2021-05-28,STR-013,PRD-0077,NaturePure Fresh 411,Grocery,Fresh Produce,KSA,Dammam,73,969.44,13.28,0.0,0.0,877,0.0832,0,1,13.8,73,0,38.5,0.994
2020-08-11,STR-014,PRD-0361,ActiveEdge Footwear 989,Sports,Footwear,Oman,Salalah,9,5235.48,581.72,0.0,262.15,236,0.0381,0,0,582.67,78,0,35.6,0.8283
2022-11-30,STR-041,PRD-0497,ClassicFit Accessories 815,Fashion,Accessories,KSA,Mecca,14,576.8,41.2,0.0,0.0,408,0.0343,0,0,40.31,88,0,15.0,1.0665
2023-10-31,STR-012,PRD-0362,SmartEdge Smartphones 379,Electronics,Smartphones,Qatar,Lusail,1,705.93,784.37,10.0,0.0,391,0.0026,0,0,860.39,70,0,15.0,1.1032
2024-02-29,STR-003,PRD-0094,OrganicBest Dairy 445,Grocery,Dairy,Qatar,Lusail,46,225.86,4.91,0.0,0.0,433,0.1062,0,0,4.44,79,0,19.9,1.1165
2021-10-28,STR-038,PRD-0444,FreshChoice Fresh 486,Grocery,Fresh Produce,KSA,Riyadh,60,1365.6,22.76,0.0,0.0,581,0.1033,0,0,25.03,108,0,15.5,1.0229
2024-08-15,STR-010,PRD-0179,PureSkin Fragrance 890,Beauty,Fragrance,KSA,Dammam,7,2154.73,342.02,10.0,0.0,648,0.0108,0,0,306.51,63,0,33.8,1.1349
2023-11-04,STR-048,PRD-0032,ProFit Accessories 864,Sports,Accessories,UAE,Dubai,12,2571.0,214.25,0.0,0.0,249,0.0482,0,1,234.49,63,0,15.0,1.1037
2022-05-11,STR-009,PRD-0442,GoldenHarvest Dairy 832,Grocery,Dairy,UAE,Abu Dhabi,48,637.92,13.29,0.0,0.0,594,0.0808,0,0,14.86,110,0,32.9,1.0443
2024-04-01,STR-013,PRD-0177,ClassicFit Kids 259,Fashion,Kids Clothing,KSA,Dammam,28,3360.0,160.0,25.0,0.0,1183,0.0237,1,0,168.66,28,0,30.0,1.12
2024-11-20,STR-036,PRD-0388,PeakForce Outdoor 748,Sports,Outdoor Gear,UAE,Abu Dhabi,10,1137.9,113.79,0.0,0.0,501,0.02,0,0,120.9,84,0,15.0,1.1455
2023-04-20,STR-010,PRD-0284,OrganicBest Snacks 333,Grocery,Snacks,KSA,Dammam,57,1070.75,22.1,15.0,0.0,1002,0.0569,1,0,19.26,57,0,29.3,1.082
2020-10-30,STR-007,PRD-0173,NaturePure Frozen 862,Grocery,Frozen Foods,Oman,Nizwa,32,685.76,21.43,0.0,0.0,492,0.065,0,1,23.18,125,0,15.0,0.8954
2024-02-10,STR-036,PRD-0373,GoldenHarvest Bakery 850,Grocery,Bakery,UAE,Abu Dhabi,53,195.57,3.69,0.0,0.0,741,0.0715,0,1,4.21,147,0,15.0,1.1144
2022-12-07,STR-017,PRD-0136,ProTech Smart 476,Electronics,Smart Watches,KSA,Riyadh,5,9369.25,1873.85,0.0,0.0,919,0.0054,0,0,1829.55,72,0,15.0,1.0673
2024-06-01,STR-012,PRD-0036,NaturePure Bakery 272,Grocery,Bakery,Qatar,Lusail,43,137.17,3.19,0.0,0.0,496,0.0867,0,1,2.74,119,6,37.5,1.1267
2020-11-01,STR-015,PRD-0077,NaturePure Fresh 411,Grocery,Fresh Produce,KSA,Dammam,39,517.92,13.28,0.0,0.0,426,0.0915,0,0,12.56,51,0,15.0,0.8963
2023-04-11,STR-022,PRD-0091,FreshChoice Bakery 146,Grocery,Bakery,KSA,Dammam,0,0.0,5.15,35.0,0.0,937,0.0,1,0,5.45,0,0,31.8,1.081
2023-07-30,STR-039,PRD-0084,OrganicBest Frozen 494,Grocery,Frozen Foods,UAE,Abu Dhabi,0,0.0,24.86,0.0,0.0,420,0.0,0,0,26.55,0,0,36.9,1.093
2020-02-21,STR-029,PRD-0136,ProTech Smart 476,Electronics,Smart Watches,UAE,Sharjah,2,3747.7,1873.85,0.0,0.0,524,0.0038,0,1,1747.29,95,0,15.6,0.9556
2023-12-12,STR-022,PRD-0490,ClassicFit Women 606,Fashion,Women Clothing,KSA,Dammam,25,9656.04,406.57,5.0,0.0,968,0.0258,0,0,422.27,82,0,15.0,1.1078
2021-11-06,STR-012,PRD-0263,FreshChoice Bakery 558,Grocery,Bakery,Qatar,Lusail,90,181.8,2.02,0.0,0.0,579,0.1554,0,1,1.82,106,0,16.9,1.0239
2021-08-27,STR-010,PRD-0182,PureSkin Fragrance 244,Beauty,Fragrance,KSA,Dammam,22,7042.61,376.61,15.0,0.0,796,0.0276,0,1,386.07,133,0,31.5,1.0162
2021-05-03,STR-009,PRD-0342,PeakForce Accessories 373,Sports,Accessories,UAE,Abu Dhabi,19,8002.65,526.49,20.0,0.0,364,0.0522,1,0,498.71,127,0,37.8,0.9821
2024-07-14,STR-049,PRD-0297,FlexZone Supplements 262,Sports,Supplements,Oman,Nizwa,21,4746.84,226.04,0.0,233.45,483,0.0435,0,0,250.47,139,0,37.6,1.1314
2023-10-22,STR-018,PRD-0018,VoltX Headphones 990,Electronics,Headphones,UAE,Dubai,11,6181.06,624.35,10.0,364.68,621,0.0177,0,0,575.54,59,0,17.3,1.1022
2022-09-29,STR-001,PRD-0454,FarmFresh Fresh 720,Grocery,Fresh Produce,Oman,Nizwa,55,2704.9,49.18,0.0,0.0,304,0.1809,0,0,49.07,79,0,22.9,1.0597
2020-01-29,STR-006,PRD-0118,NestCraft Bedding 170,Home & Living,Bedding,Qatar,Lusail,7,352.45,50.35,0.0,0.0,249,0.0281,0,0,46.62,115,0,15.0,0.9531
